,ambiguity,score
0,2.3333333333333335,0.5352614285189903
1,2.341463414634146,0.5096112275631256
2,6.962962962962963,0.8607079764250578
3,1.0,0.6270890852730562
4,2.75,0.7788007830714049
5,1.0,0.0
6,6.988505747126437,0.6778095780054504
7,1.3333333333333333,0.8757688775902637
8,1.5,0.6541103789148679
9,6.4,0.6411803884299546
10,3.625,0.0
11,1.0,0.5632261331224592
12,2.0,0.4094841251523642
13,1.4,0.6653730571622696
14,1.6575342465753424,0.8519253185690063
15,2.0,0.8824969025845955
16,1.75,0.6703200460356392
17,4.285714285714286,0.5488116360940265
18,2.4,0.8643017414713641
19,4.533333333333333,0.5538235798307587
20,7.333333333333333,0.5737534207374327
21,1.75,0.0
22,5.25,0.7408182206817179
23,4.636363636363637,0.7788007830714049
24,1.0,0.6023332325109177
25,1.25,0.0
26,1.8235294117647058,0.5150653266692092
27,3.3333333333333335,0.8725252928694238
28,4.931034482758621,0.5538235798307587
29,1.8,0.8910233766955563
30,4.111111111111111,0.6778095780054504
31,3.923076923076923,0.6872892787909722
32,1.75,0.7939226578179512
33,4.5,0.8187307530779818
34,2.75,0.4895416595569531
35,3.142857142857143,0.8725252928694238
36,2.0,0.6592406302004438
37,10.619047619047619,0.6065306597126334
38,2.2777777777777777,0.6872892787909722
39,4.333333333333333,0.7408182206817179
40,8.0,0.7613003866968737
41,5.181818181818182,0.6065306597126334
42,1.0,0.8464817248906141
43,1.0,0.7490954336047508
44,2.5,0.8071177470053893
45,3.857142857142857,0.7046880897187134
46,2.4,0.583645478143574
47,1.0,0.45942582403592663
48,2.8333333333333335,0.7251124219221319
49,1.75,0.7408182206817179
50,1.6666666666666667,0.7408182206817179
51,2.0,0.6703200460356393
52,1.75,0.7408182206817179
53,1.0,0.7165313105737893
54,1.5333333333333334,0.8751733190429475
55,1.1666666666666667,0.513417119032592
56,1.7142857142857142,0.8668778997501816
57,1.75,0.7707303812317476
58,1.0,0.876456564149045
59,1.0,0.7967034698934616
60,6.357142857142857,0.8187307530779818
61,4.111111111111111,0.6872892787909722
62,1.0,0.6913924862146799
63,1.3333333333333333,0.6065306597126335
64,9.571428571428571,0.8187307530779818
65,2.6666666666666665,0.5580351457700471
66,1.8125,0.751477293075286
67,1.75,0.0
68,1.025,0.6951439283988787
69,1.75,0.7408182206817179
70,4.533333333333333,0.8337529180751806
71,3.5,0.645648526427892
72,3.642857142857143,0.8255820166366561
73,2.1666666666666665,0.7046880897187134
74,4.777777777777778,0.5817778142098082
75,1.3333333333333333,0.6671356337677986
76,2.380952380952381,0.0
77,4.0,0.6065306597126334
78,1.0,0.7716229467154109
79,1.5,0.0
80,1.8,0.6778095780054504
81,1.1428571428571428,0.6807123983233854
82,3.2857142857142856,0.7613003866968737
83,4.333333333333333,0.7659283383646487
84,2.2777777777777777,0.6872892787909722
85,3.56,0.8574039191604412
86,5.44,0.6065306597126334
87,1.0,0.6065306597126334
88,2.8421052631578947,0.536628634490565
89,6.294117647058823,0.5538235798307587
90,1.0,0.7408182206817179
91,1.5,0.8397902047381501
92,0.8666666666666667,0.7049345272366495
93,1.7058823529411764,0.7951959897951257
94,2.948717948717949,0.5772669028761512
95,2.9565217391304346,0.7165313105737893
96,1.0,0.7828961327286179
97,37.666666666666664,0.7408182206817179
98,2.0,0.5580351457700471
99,4.4,0.0
100,1.9583333333333333,0.8464817248906141
101,1.9814814814814814,0.7470175003104326
102,10.619047619047619,0.7408182206817179
103,11.333333333333334,0.5769498103804866
104,6.0,0.7165313105737893
105,20.5,0.5488116360940265
106,3.75,0.5709580381161611
107,1.0,0.8088666471820897
108,5.333333333333333,0.8464817248906141
109,1.0,0.6023332325109177
110,2.5,0.0
111,2.2222222222222223,0.6514390575310556
112,1.0,0.39616443028206555
113,1.0,0.6884357160212701
114,1.631578947368421,0.6411803884299546
115,5.5,0.6065306597126334
116,2.6315789473684212,0.6514390575310556
117,2.0,0.8088666471820897
118,1.0,0.7788007830714049
119,2.3333333333333335,0.6872892787909722
120,4.636363636363637,0.6270890852730562
121,1.0,0.0
122,1.1666666666666667,0.7967034698934615
123,4.705882352941177,0.5292133415000503
124,2.1875,0.8824969025845955
125,2.1333333333333333,0.9355069850316178
126,2.375,0.8464817248906141
127,1.5,0.0
128,2.0,0.751477293075286
129,1.0,0.6996725373751304
130,9.571428571428571,0.7408182206817179
131,2.3333333333333335,0.7408182206817179
132,2.0,0.8196616577566904
133,1.5833333333333333,0.9355069850316178
134,1.0,0.8948393168143698
135,1.0,0.8394570207692074
136,2.3333333333333335,0.8216600192006036
137,4.611111111111111,0.7788007830714049
138,1.8333333333333333,0.4856717852477124
139,1.0,0.7408182206817179
140,1.619047619047619,0.7574651283969664
141,1.5714285714285714,0.0
142,1.0,0.8668778997501816
143,2.25,0.7788007830714049
144,2.0,0.6241100453532709
145,3.2,0.6514390575310556
146,2.3636363636363638,0.7967034698934616
147,5.5,0.8187307530779818
148,7.5,0.0
149,10.19047619047619,0.5769498103804866
150,1.3333333333333333,0.0
151,3.0625,0.513417119032592
152,1.25,0.751477293075286
153,1.0,0.6065306597126334
154,0.8888888888888888,0.6592406302004438
155,9.85,0.6065306597126334
156,1.0,0.8594048608885093
157,2.375,0.7165313105737893
158,1.0,0.8290291181804004
159,1.5,0.6872892787909722
160,4.111111111111111,0.6872892787909722
161,3.5,0.7165313105737893
162,7.0,0.7046880897187134
163,1.631578947368421,0.6653730571622696
164,1.4,0.6703200460356393
165,1.0,0.811936346150635
166,1.5,0.7574651283969664
167,1.75,0.7939226578179512
168,1.75,0.0
169,2.0,0.7788007830714049
170,1.75,0.6703200460356393
171,3.1,0.7165313105737893
172,6.25,0.771622946715411
173,4.285714285714286,0.513417119032592
174,2.3333333333333335,0.8290291181804004
175,2.5,0.4895416595569531
176,2.0384615384615383,0.8337529180751806
177,1.5,0.645648526427892
178,1.2857142857142858,0.5942779360380507
179,1.4,0.7788007830714049
180,2.814814814814815,0.583645478143574
181,1.0,0.6653730571622696
182,5.933333333333334,0.645648526427892
183,2.75,0.5352614285189903
184,4.931034482758621,0.5538235798307587
185,2.0,0.8910233766955563
186,2.0,0.7026185226629955
187,8.142857142857142,0.6065306597126334
188,3.0833333333333335,0.513417119032592
189,15.8,0.6065306597126334
190,2.6923076923076925,1.0
191,2.3,0.6778095780054503
192,2.2142857142857144,0.4345982085070782
193,1.3333333333333333,0.811936346150635
194,6.3,0.6642538428642953
195,1.2,0.678578505408009
196,2.7777777777777777,0.7351414805916846
197,1.75,0.8187307530779818
198,2.4489795918367347,0.0
199,1.5,0.6270890852730561
200,20.5,0.5769498103804866
201,5.0,0.6411803884299546
202,1.5,0.7165313105737893
203,1.2,0.7967034698934615
204,1.5,0.8187307530779818
205,2.8333333333333335,0.6268594243764208
206,1.0,0.8464817248906141
207,2.9,0.7316156289466418
208,2.0384615384615383,0.7613003866968737
209,21.90909090909091,0.6376281516217733
210,1.0,0.6778095780054504
211,1.7142857142857142,0.5647181220077593
212,4.636363636363637,0.9048374180359595
213,1.0,0.8187307530779818
214,2.0357142857142856,0.6996725373751304
215,1.5,0.8464817248906141
216,1.6666666666666667,0.6514390575310556
217,1.5555555555555556,0.8464817248906141
218,4.6,0.4856717852477124
219,3.1,0.6065306597126334
220,2.875,0.6951439283988787
221,1.3333333333333333,0.5945205479701943
222,1.8333333333333333,0.811936346150635
223,1.8333333333333333,0.830950389901292
224,4.9411764705882355,0.6323366621862497
225,3.2,0.6872892787909722
226,6.8,0.6492846517012014
227,3.3333333333333335,0.6592406302004438
228,1.7857142857142858,0.44772708002678985
229,1.0555555555555556,0.5852511043074123
230,1.5,0.893825334694244
231,2.923076923076923,0.7046880897187134
232,2.8333333333333335,0.7165313105737893
233,2.0,0.7165313105737893
234,3.75,0.7788007830714049
235,7.0,0.513417119032592
236,1.5,0.7788007830714049
237,1.0,0.8135489302211806
238,11.75,0.8187307530779818
239,5.545454545454546,0.6065306597126334
240,1.6666666666666667,0.6065306597126334
241,3.857142857142857,0.8187307530779818
242,20.5,0.7046880897187134
243,1.0,0.6703200460356393
244,12.866666666666667,0.6703200460356393
245,3.272727272727273,0.8464817248906141
246,1.0,0.6270890852730562
247,3.2,0.6872892787909722
248,2.5555555555555554,0.6751251871527362
249,2.5714285714285716,0.6592406302004438
250,1.0,0.7396432515060438
251,1.75,0.7351414805916845
252,7.909090909090909,0.6323366621862497
253,2.6315789473684212,0.7939226578179512
254,1.0,0.9108898197456121
255,4.380952380952381,0.6065306597126334
256,1.0,0.8626663555047391
257,1.75,0.4125422448610912
258,1.4,0.7828961327286179
259,4.333333333333333,0.5257880244257798
260,2.1875,0.8824969025845955
261,5.052631578947368,0.6303131865967198
262,6.2,0.7165313105737893
263,1.5,0.8200313576546941
264,1.5769230769230769,0.7721463026575184
265,1.7857142857142858,0.5028315779709409
266,4.111111111111111,0.7165313105737893
267,1.0,0.5377452358055812
268,2.0,0.6065306597126334
269,1.0,0.5866462195100317
270,3.1,0.6065306597126334
271,4.137931034482759,0.7098814159695387
272,1.9714285714285715,0.6065306597126334
273,1.0,0.48030530108979935
274,1.6666666666666667,0.6514390575310556
275,2.0,0.751477293075286
276,1.0,0.5866462195100318
277,1.9714285714285715,0.4617520257827378
278,1.5,0.6872892787909721
279,4.470588235294118,0.8145428811424836
280,1.5,0.8464817248906141
281,1.9,0.8607079764250578
282,2.5,0.6514390575310556
283,1.0,0.5632261331224592
284,1.0,0.5769498103804866
285,3.375,0.6778095780054504
286,7.026315789473684,0.6018829380236924
287,1.0,0.6023332325109177
288,1.0,0.7046880897187134
289,10.0,0.6888530762485768
290,2.75,0.5352614285189903
291,8.0,0.5352614285189903
292,4.2,0.6951439283988787
293,1.75,0.0
294,1.625,0.5352614285189903
295,5.5,0.6872892787909722
296,4.125,0.8566191101359382
297,3.5,0.6703200460356392
298,1.0,0.751477293075286
299,3.25,0.0
300,4.166666666666667,0.5292133415000503
301,1.0,0.5528920012788026
302,1.0,0.6411803884299546
303,1.0,0.6703200460356393
304,2.0,0.0
305,4.333333333333333,0.8594048608885093
306,1.0,0.6152575700805322
307,7.2,0.8824969025845955
308,1.5769230769230769,0.7501745301084454
309,5.7,0.6930406200864415
310,1.7142857142857142,0.5647181220077593
311,1.0,0.513417119032592
312,1.0,0.7650170614485747
313,4.785714285714286,0.7866278610665535
314,2.6666666666666665,0.7951959897951257
315,4.3,0.8337529180751806
316,3.0,0.6872892787909722
317,3.8181818181818183,0.6642538428642953
318,1.411764705882353,0.6376281516217733
319,1.3461538461538463,0.3972947131977113
320,1.2,0.6065306597126334
321,11.9,0.9105103613800342
322,5.5,0.8007374029168081
323,4.0,0.0
324,3.8,0.7165313105737893
325,2.9,0.6065306597126334
326,1.0,0.6466840491033322
327,3.090909090909091,0.5647181220077593
328,6.285714285714286,0.5769498103804866
329,1.5,0.8464817248906141
330,2.6666666666666665,0.751477293075286
331,4.380952380952381,0.6323366621862497
332,1.0,0.5091564206075492
333,6.368421052631579,0.6065306597126334
334,1.609375,0.9206210641965562
335,3.176470588235294,0.6912658691495243
336,8.5,0.9048374180359595
337,1.3333333333333333,0.6336554034443064
338,5.642857142857143,0.7165313105737893
339,7.045454545454546,0.6065306597126334
340,7.0,0.6376281516217733
341,3.3333333333333335,0.9048374180359595
342,2.25,0.6376281516217733
343,6.583333333333333,0.6065306597126334
344,1.7894736842105263,0.8725252928694238
345,2.9411764705882355,0.0
346,11.210526315789474,0.6872892787909722
347,1.8461538461538463,0.7788007830714049
348,3.5,0.7046880897187134
349,4.3,0.7274705090242836
350,1.0,0.0
351,1.6666666666666667,0.751477293075286
352,1.0,0.7408182206817179
353,1.0,0.6376281516217733
354,1.5324675324675325,0.754979193223374
355,1.5714285714285714,0.5488116360940265
356,2.1,0.5187931656538893
357,2.6,0.4723665527410147
358,20.5,0.5488116360940265
359,2.380952380952381,0.7346703870604917
360,4.636363636363637,0.6270890852730562
361,1.5833333333333333,0.6996725373751304
362,3.5789473684210527,0.811936346150635
