,matched,score
124,6,0.4895416595569531
125,4,0.6065306597126334
126,1,0.8007374029168081
127,1,0.6629132704784654
128,5,0.6872892787909722
129,2,0.6065306597126334
130,4,0.7951959897951257
131,9,0.7165313105737893
132,1,0.8007374029168081
133,6,0.5647181220077593
134,2,0.8007374029168081
135,8,1.0
136,6,0.4557940183280172
137,5,0.6951439283988787
138,4,0.530819450562014
139,1,0.5769498103804866
140,8,0.4856717852477124
141,6,0.8290291181804004
142,10,0.7470175003104326
143,2,0.7408182206817179
144,3,0.7866278610665534
145,2,0.6642538428642953
146,2,0.9048374180359595
147,15,0.4895416595569531
148,11,0.898397321348071
149,1,0.5580351457700471
150,6,0.7165313105737893
151,7,0.6065306597126334
152,1,0.5926940653906508
153,2,0.5488116360940265
154,3,0.8824969025845955
155,1,0.5801640071622538
156,0,0.0
157,3,0.6592406302004438
158,2,0.6703200460356392
159,1,0.8464817248906141
160,1,0.62970740751161
161,3,0.5769498103804866
162,6,0.4723665527410147
163,2,0.8668778997501816
164,2,0.8910233766955563
165,1,0.0
166,2,0.5454955638202436
167,3,0.530819450562014
168,2,0.4345982085070782
169,1,0.5340463066157387
170,1,0.7866278610665534
171,24,0.6347364189402819
172,1,0.8948393168143698
173,2,0.8187307530779818
174,0,0.5858102435639448
175,2,0.8364643072929833
176,2,0.817594416337444
177,1,0.6411803884299546
178,1,0.846481724890614
179,0,0.7788007830714049
180,5,0.7788007830714049
181,2,0.5427474811642219
182,7,0.6872892787909722
183,1,0.7788007830714049
184,1,0.8187307530779818
185,8,0.522045776761016
186,1,0.7303103382513573
187,1,0.6832104226749482
188,3,0.6703200460356393
189,10,0.5488116360940265
190,5,0.7574651283969664
191,6,0.6514390575310556
192,1,0.5066169923655897
193,3,0.776276309489418
194,2,0.7788007830714049
195,6,0.6065306597126334
196,1,0.8910233766955563
197,6,0.6065306597126334
198,5,0.8890097654027757
199,1,0.7046880897187134
200,3,0.44932896411722156
201,6,0.7788007830714049
202,1,0.8290291181804004
203,2,0.5278786301239431
204,3,0.7788007830714049
205,3,0.7613003866968737
206,3,0.7659283383646487
207,1,0.5647181220077592
208,4,0.8424604416167714
209,6,0.4617520257827378
210,1,0.7828961327286179
211,1,0.0
212,7,0.8607079764250578
213,1,0.0
214,3,0.6437298100815151
215,2,0.7490954336047508
216,1,0.5866462195100318
217,3,0.6703200460356392
218,0,0.36787944117144233
219,2,0.6778095780054504
220,2,0.6065306597126334
221,1,0.6270890852730562
222,1,0.6023332325109177
223,1,0.8529188173702604
224,1,0.0
225,7,0.7613003866968737
226,2,0.7165313105737893
227,2,0.8464817248906141
228,1,0.8007374029168081
229,2,0.8071177470053893
230,3,0.8410729144396827
231,3,0.7866278610665534
232,64,0.8007374029168081
233,1,0.0
234,2,0.7613003866968737
235,2,0.8071177470053893
236,2,0.8910233766955563
237,5,0.8464817248906141
238,1,0.6703200460356393
239,3,0.6872892787909722
240,3,0.7639669352423402
241,1,0.4996349480975594
242,9,0.7165313105737893
243,2,0.6065306597126334
244,5,0.6376281516217733
245,1,0.7066482778577162
246,4,0.6951439283988787
247,1,0.9200444146293233
248,2,0.7117126918713604
249,6,0.7639669352423403
250,2,0.7408182206817179
251,3,0.6897482718033084
252,1,0.0
253,1,0.571795219840349
254,2,0.6872892787909722
255,5,0.6347364189402819
256,4,0.7788007830714049
257,2,0.7117126918713604
258,3,0.5580351457700471
259,2,0.7408182206817179
260,0,0.70175799794189
261,6,0.6684606296261657
262,7,0.6347364189402819
263,1,0.6930406200864415
264,7,0.7939226578179512
265,7,0.8007374029168081
266,4,0.6466840491033322
267,4,0.6778095780054504
268,2,0.4856717852477124
269,1,0.7613003866968737
270,2,0.44683961336020994
271,1,0.0
272,1,0.5538235798307587
273,4,0.7165313105737893
274,2,0.6653730571622696
275,1,0.5066169923655897
276,3,0.6376281516217733
277,6,0.6065306597126334
278,2,0.513417119032592
279,2,0.7659283383646487
280,15,0.6514390575310556
281,2,0.7788007830714049
282,2,0.6514390575310556
283,5,0.8337529180751806
284,7,0.7613003866968737
285,1,0.7828961327286179
286,97,0.8135489302211806
287,1,0.7967034698934615
288,14,0.8519253185690063
289,1,0.8464817248906141
290,2,0.6285839333986252
291,1,0.6065306597126334
292,1,0.5427474811642219
293,0,0.0
294,6,0.645648526427892
295,6,0.7316156289466418
296,7,0.7165313105737893
297,4,0.7788007830714049
298,1,0.6411803884299546
299,8,0.6323366621862497
300,7,0.7165313105737893
301,3,0.8200313576546941
302,1,0.6872892787909722
303,3,0.8757688775902637
304,1,0.6951439283988787
305,3,0.7165313105737893
306,0,0.751477293075286
307,3,0.8410729144396827
308,2,0.7274705090242836
309,1,0.70175799794189
310,2,0.6996725373751304
311,1,0.6930406200864415
312,1,0.6065306597126334
313,3,0.6514390575310556
314,4,0.8255820166366561
315,3,0.7251124219221319
316,6,0.5647181220077593
317,6,0.5352614285189903
318,6,0.513417119032592
319,3,0.8187307530779818
320,3,0.5769498103804866
321,2,0.8574039191604412
322,3,0.8574039191604412
323,3,0.7165313105737893
324,1,0.0
325,15,0.7046880897187134
326,1,0.7046880897187134
327,2,0.7490954336047508
328,2,0.513417119032592
329,3,0.6703200460356393
330,8,0.6872892787909722
331,3,0.6951439283988787
332,2,0.5352614285189903
333,4,0.8187307530779818
334,3,0.5292133415000503
335,2,0.5327890937629326
336,6,0.6411803884299546
337,2,0.8626663555047391
338,3,0.811936346150635
339,2,0.6065306597126333
340,1,0.7046880897187134
341,3,0.7967034698934616
342,3,0.7165313105737893
343,2,0.8071177470053893
344,3,0.7939226578179512
345,0,0.0
346,2,0.6065306597126334
347,2,0.6065306597126334
348,0,0.5831015401791011
349,2,0.6996725373751304
350,4,0.8071177470053893
351,2,0.6642538428642953
352,7,0.6065306597126334
353,1,0.7165313105737893
354,3,0.8824969025845955
355,3,0.7165313105737893
356,1,0.7847231940537559
357,1,0.7165313105737893
358,3,0.645648526427892
359,1,0.6065306597126334
360,1,0.6178673543839127
361,3,0.7613003866968737
362,5,0.8101577349324267
363,4,0.9200444146293233
364,1,0.7918895663367816
365,2,0.5769498103804866
366,4,0.6466840491033322
367,7,0.6514390575310556
368,3,0.6951439283988787
369,3,0.8464817248906141
370,0,0.8464817248906141
371,1,0.6671356337677987
372,8,0.6872892787909722
373,1,0.4996349480975594
374,1,0.4427213051974649
375,1,0.6853827910309876
376,2,0.5352614285189903
377,0,0.0
378,7,0.8574039191604412
379,0,0.6233000389188902
380,1,0.7165313105737893
381,2,0.8187307530779818
382,2,0.6703200460356393
383,9,0.5028315779709409
384,4,0.7033843193421739
385,14,0.7408182206817179
386,6,0.7827844101269198
387,1,0.6930406200864415
388,1,0.6411803884299546
389,1,0.8847510441513589
390,4,0.8071177470053893
391,3,0.6648703197043959
392,2,0.8464817248906141
393,7,0.6807123983233854
394,1,0.7574651283969664
395,8,0.7165313105737893
396,5,0.6951439283988787
397,3,0.6065306597126334
398,0,0.0
399,6,0.6592406302004438
400,2,0.8464817248906141
401,0,0.0
402,7,0.6778095780054504
403,2,0.7613003866968737
404,7,0.7165313105737893
405,3,0.5299775483586843
406,8,0.6872892787909722
407,6,0.6514390575310556
408,10,0.6807123983233854
409,1,0.7074036474040617
410,1,0.4723665527410147
411,0,0.0
412,1,0.7046880897187134
413,1,0.5795782787848095
414,22,0.645648526427892
415,1,0.6411803884299546
416,10,0.7738244372262366
417,6,0.5187931656538893
418,9,0.8187307530779818
419,1,0.7408182206817179
420,1,0.8910233766955563
421,2,0.5134171190325921
422,4,0.6065306597126334
423,3,0.8607079764250578
424,2,0.5091564206075492
425,2,0.6703200460356393
426,15,0.7408182206817179
427,4,0.7316156289466418
428,3,0.8187307530779818
429,2,0.8106843242768653
430,9,0.7680588747907543
431,6,0.6514390575310556
432,2,0.8187307530779818
433,2,0.7274705090242836
434,1,0.6065306597126334
435,3,0.6872892787909722
436,3,0.7235906755307153
437,3,0.7852459942969526
438,8,0.4965853037914095
439,2,0.7818019384516086
440,3,0.6703200460356393
441,9,0.7788007830714049
442,7,0.7613003866968737
443,4,0.4723665527410147
444,2,0.7744861083592838
445,1,0.0
446,2,0.43739304269062246
447,8,0.6872892787909722
448,1,0.0
449,1,0.5427474811642219
450,1,0.8041666799260786
451,2,0.6872892787909722
452,4,0.6951439283988787
453,3,0.5580351457700471
454,2,0.6703200460356393
455,3,0.7251124219221319
456,2,0.6642538428642953
457,5,0.522045776761016
458,2,0.6642538428642953
459,3,0.7939226578179512
460,1,0.9131007162822623
461,1,0.846481724890614
462,10,0.7165313105737893
463,3,0.6604625772655566
464,2,0.7046880897187134
465,4,0.7788007830714049
466,2,0.4856717852477124
467,2,0.893825334694244
468,3,0.7408182206817179
469,0,0.7639669352423402
470,2,0.7639669352423402
471,0,0.0
472,12,0.6065306597126334
473,1,0.0
474,0,0.0
475,3,0.8607079764250578
476,0,0.8824969025845955
477,4,0.825052966980536
478,5,0.6347364189402819
479,1,0.6592406302004438
480,1,0.6065306597126334
481,1,0.7788007830714049
482,1,0.5801640071622538
483,5,0.6951439283988787
484,1,0.6778095780054504
485,0,0.532927104147801
486,5,0.8187307530779818
487,0,0.7470175003104326
488,3,0.7165313105737893
489,1,0.6268594243764208
490,2,0.6778095780054504
491,5,0.8464817248906141
492,1,0.5538235798307587
493,1,0.569782824730923
494,3,0.6807123983233854
495,1,0.8464817248906141
496,3,0.5647181220077593
497,5,0.942873143854875
498,1,0.0
499,3,0.6065306597126334
500,3,0.645648526427892
501,1,0.6026049086745107
502,1,0.7809432873150677
503,0,0.6592406302004438
504,1,0.6778095780054503
505,14,0.6951439283988787
506,1,0.7788007830714049
507,0,0.0
508,1,0.6778095780054504
509,6,0.5292133415000503
510,1,0.5427474811642219
511,2,0.8556925346610108
512,3,0.7659283383646487
513,1,0.5574315383159291
514,2,0.5769498103804866
515,2,0.7165313105737893
516,2,0.4723665527410147
517,4,0.7788007830714049
518,3,0.6411803884299546
519,2,0.7303103382513573
520,9,0.645648526427892
521,3,0.811936346150635
522,6,0.7408182206817179
523,3,0.513417119032592
524,6,0.8824969025845955
525,1,0.0
526,2,0.8772595476606083
527,3,0.8725252928694238
528,4,0.6872892787909722
529,4,0.811936346150635
530,1,0.6751251871527362
531,3,0.6703200460356393
532,3,0.8290291181804004
533,1,0.7744861083592838
534,2,0.6703200460356393
535,1,0.0
536,6,0.9048374180359595
537,3,0.7613003866968737
538,4,0.751477293075286
539,1,0.6270890852730562
540,1,0.0
541,1,0.7650170614485747
542,3,0.8757688775902637
543,2,0.7788007830714049
544,2,0.5647181220077593
545,4,0.7470175003104326
546,1,0.8607079764250578
547,2,0.7613003866968737
548,1,0.5728434234331229
549,3,0.8824969025845955
550,1,0.7165313105737893
551,3,0.7274705090242836
552,2,0.7828961327286179
553,9,0.5795782787848095
554,2,0.6347364189402819
555,1,0.8464817248906141
556,1,0.6703200460356393
557,5,0.6550282443857736
558,8,0.7788007830714049
559,3,0.5278786301239432
560,3,0.7165313105737893
561,12,0.8824969025845955
562,6,0.8145428811424836
563,1,0.8187307530779818
564,2,0.6592406302004438
565,2,0.8740520209016968
566,2,0.7788007830714049
567,1,0.6592406302004438
568,2,0.5852511043074122
569,1,0.4783081925340841
570,2,0.5183301641981067
571,1,0.7788007830714049
572,1,0.6592406302004438
573,3,0.6065306597126334
574,8,0.5580351457700471
575,1,0.0
576,4,0.7470175003104326
577,7,0.6411803884299546
578,2,0.8607079764250578
579,3,0.6537697851298473
580,23,0.8574039191604412
581,6,0.7451888170134805
582,1,0.7574651283969664
583,3,0.6832104226749482
584,1,0.6872892787909722
585,1,0.6391481226588179
586,3,0.7967034698934616
587,2,0.5866462195100318
588,3,0.5200417647285799
589,2,0.7542350048231139
590,2,0.8041666799260786
591,1,0.0
592,1,0.0
593,0,0.751477293075286
594,2,0.7542350048231139
595,29,0.8574039191604412
596,5,0.7788007830714049
597,4,0.8007374029168081
598,12,0.7788007830714049
599,1,0.7435670792059064
600,1,0.751477293075286
601,1,0.6778095780054504
602,2,0.7799537077804287
603,6,0.6065306597126334
604,3,0.7574651283969664
605,4,0.6065306597126334
606,3,0.6872892787909722
607,1,0.6241100453532709
608,2,0.8574039191604412
609,0,0.0
610,7,0.8464817248906141
611,3,0.6550282443857736
612,25,0.6376281516217733
613,2,0.5728434234331229
614,3,0.7351414805916845
615,1,0.6065306597126334
616,9,0.7165313105737893
617,2,0.7408182206817179
618,1,0.0
619,3,0.6872892787909722
620,20,0.5795782787848095
621,2,0.6065306597126334
622,3,0.613307468482495
623,3,0.7046880897187134
624,2,0.6065306597126334
625,5,0.6951439283988787
626,6,0.8324906126116027
627,1,0.9487294800164372
628,1,0.6241100453532709
629,2,0.8221732038814473
630,2,0.8464817248906141
631,0,0.0
632,1,0.6411803884299546
633,1,0.6951439283988787
634,3,0.7659283383646487
635,4,0.7788007830714049
636,3,0.6872892787909722
637,26,0.7613003866968737
638,13,0.5769498103804866
639,9,0.5769498103804866
640,1,0.9200444146293233
641,1,0.8088666471820897
642,3,0.7046880897187134
643,1,0.6026049086745107
644,0,0.43980291563425605
645,1,0.6778095780054504
646,1,0.4667764816516814
647,7,0.8337529180751805
648,4,0.7788007830714049
649,9,0.5795782787848095
650,2,0.6376281516217733
651,5,0.6330898921891813
652,1,0.7408182206817179
653,2,0.7165313105737893
654,4,0.8607079764250578
655,2,0.5278786301239431
656,4,0.6807123983233854
657,3,0.6872892787909722
658,7,0.7613003866968737
659,4,0.8725252928694238
660,2,0.751477293075286
661,2,0.7303103382513573
662,4,0.4832250811898254
663,3,0.6098724180024643
664,6,0.6592406302004438
665,8,0.6778095780054504
666,8,0.7788007830714049
667,4,0.6411803884299546
668,2,0.7788007830714049
669,1,0.6703200460356393
670,2,0.6065306597126334
671,3,0.6065306597126334
672,2,0.6405819933372159
673,1,0.6241100453532709
674,3,0.7046880897187134
675,1,0.9048374180359595
676,1,0.0
677,4,0.6065306597126334
678,7,0.7639669352423403
679,2,0.7408182206817179
680,4,0.7165313105737893
681,6,0.5352614285189903
682,1,0.6930406200864415
683,1,0.6592406302004437
684,7,0.6065306597126334
685,1,0.0
686,4,0.5632261331224592
687,1,0.0
688,2,0.7046880897187134
689,1,0.5899144351448397
690,6,0.513417119032592
691,2,0.513417119032592
692,1,0.0
693,0,0.8464817248906141
694,0,0.0
695,2,0.6872892787909722
696,1,0.6778095780054504
697,1,0.8232919154257804
698,4,0.7639669352423402
699,3,0.5647181220077593
700,1,0.6703200460356393
701,0,0.0
702,2,0.5488116360940265
703,2,0.7574651283969664
704,1,0.6671356337677987
705,2,0.6411803884299546
706,6,0.6872892787909722
707,2,0.7788007830714049
708,15,0.5647181220077593
709,2,0.6514390575310556
710,2,0.8607079764250578
711,7,0.6653730571622696
712,1,0.8464817248906141
713,8,0.7788007830714049
714,6,0.6514390575310556
715,5,0.6732729930152447
716,3,0.7574651283969664
717,5,0.7732577404831906
718,2,0.536750332785653
719,26,0.6065306597126334
720,1,0.49474950069645335
721,0,0.0
722,2,0.8948393168143698
723,2,0.7046880897187134
724,7,0.9131007162822623
725,2,0.8607079764250578
726,5,0.9048374180359595
727,2,0.6065306597126334
728,3,0.5257880244257798
729,27,0.6347364189402819
730,10,0.7788007830714049
731,2,0.7408182206817179
732,2,0.5488116360940265
733,9,0.5008953786814568
734,3,0.7316156289466418
735,1,0.6411803884299546
736,3,0.6065306597126334
737,4,0.7351414805916845
738,2,0.8187307530779818
739,2,0.5769498103804866
740,1,1.0
741,1,0.8007374029168081
742,0,0.0
743,8,0.5028315779709409
744,1,0.7408182206817179
745,2,0.6065306597126334
746,5,0.513417119032592
747,6,0.4723665527410147
748,1,0.0
749,1,0.8187307530779818
750,8,0.8464817248906141
751,1,0.6065306597126334
752,9,0.7165313105737893
753,1,0.8290291181804004
754,1,0.5808462246344699
755,1,0.0
756,1,0.8187307530779818
757,20,0.6065306597126334
758,9,0.513417119032592
759,1,0.6872892787909722
760,1,0.8187307530779818
761,2,0.7251124219221319
762,1,0.6872892787909722
763,6,0.8007374029168081
764,5,0.9108898197456121
765,3,0.6065306597126334
766,4,0.513417119032592
767,2,0.6642538428642953
768,33,0.811936346150635
769,3,0.7274705090242836
770,4,0.522045776761016
771,1,0.5292133415000503
772,8,0.7165313105737893
773,8,0.6872892787909722
774,3,0.7046880897187134
775,8,0.6872892787909722
776,1,0.5647181220077592
777,1,0.7254322068880292
778,1,0.0
779,2,0.5929013373120886
780,2,0.5769498103804866
781,1,0.7165313105737893
782,1,0.0
783,3,0.7251124219221319
784,4,0.8668778997501816
785,5,0.6872892787909722
786,4,0.751477293075286
787,6,0.7574651283969664
788,3,0.6514390575310556
789,0,0.0
790,3,0.6065306597126334
791,3,0.6065306597126334
792,16,0.7408182206817179
793,6,0.6514390575310556
794,4,0.8187307530779818
795,1,0.6065306597126334
796,1,0.6411803884299546
797,1,0.7165313105737893
798,0,0.7408182206817179
799,7,0.5538235798307587
800,1,0.6592406302004438
801,5,0.7274705090242836
802,1,0.0
803,1,0.6872892787909722
804,3,0.8187307530779818
805,7,0.6065306597126334
806,3,0.8464817248906141
807,2,0.6514390575310556
808,5,0.6951439283988787
809,5,0.8007374029168081
810,4,0.5327890937629326
811,7,0.50041992036057
812,10,0.7408182206817179
813,1,0.7939226578179512
814,4,0.7788007830714049
815,2,0.507341248128484
816,1,0.6023332325109177
817,2,0.6065306597126334
818,3,0.7046880897187134
819,1,0.49474950069645335
820,2,0.7046880897187134
821,1,0.6411803884299546
822,3,0.6642538428642953
823,5,0.9048374180359595
824,6,0.6807123983233854
825,6,0.7788007830714049
826,4,0.811936346150635
827,1,0.6778095780054504
828,1,0.5352614285189903
829,4,0.513417119032592
830,1,0.0
831,3,0.7351414805916845
832,3,0.8187307530779818
833,3,0.7408182206817179
834,4,0.7408182206817179
835,1,0.7165313105737893
836,1,0.8290291181804004
837,1,0.8187307530779818
838,4,0.7274705090242836
839,1,0.5769498103804866
840,3,0.48954165955695317
841,1,0.7967034698934616
842,4,0.7165313105737893
843,1,0.8824969025845955
844,2,0.7828961327286179
845,2,0.6323366621862498
846,6,0.6065306597126334
847,33,0.5616237838971456
848,2,0.96491594437237
849,0,0.6592406302004438
850,4,0.9048374180359596
851,1,0.0
852,6,0.6872892787909722
853,2,0.5769498103804866
854,1,0.7165313105737893
855,8,0.6376281516217733
856,3,0.8071177470053893
857,3,0.8305108499010163
858,1,0.7408182206817179
859,3,0.6502768115282406
860,2,0.751477293075286
861,1,0.6065306597126334
862,3,0.5015760690660555
863,20,0.6065306597126334
864,3,0.6996725373751304
865,3,0.4856717852477124
866,2,0.7454954159875613
867,3,0.8145428811424836
868,7,0.7351414805916845
869,1,0.0
870,5,0.8464817248906141
871,1,0.6270890852730562
872,3,0.8187307530779818
873,1,0.6592406302004438
874,1,0.8464817248906141
875,3,0.7408182206817179
876,1,0.6376281516217733
877,2,0.5488116360940265
878,1,0.5737534207374327
879,1,0.8106843242768653
880,15,0.6996725373751304
881,2,0.5795782787848095
882,7,0.5114760358329056
883,2,0.7967034698934616
884,14,0.8824969025845955
885,2,0.5580351457700471
886,0,0.6592406302004438
887,1,0.5488116360940265
888,3,0.8071177470053893
889,0,0.0
890,3,0.7989237289412772
891,0,0.5964220513448921
892,4,0.7408182206817179
893,2,0.7408182206817179
894,1,0.645648526427892
895,3,0.7408182206817179
896,3,0.7408182206817179
897,5,0.5769498103804866
898,4,0.6592406302004438
899,0,0.0
900,3,0.8071177470053893
901,1,0.8232919154257804
902,2,0.7274705090242836
903,7,0.5737534207374327
904,2,0.7788007830714049
905,2,0.4532965231237058
906,8,0.6065306597126334
907,1,0.7046880897187134
908,1,0.595795886519135
909,1,0.7788007830714049
910,1,0.5557148366635714
911,1,0.7408182206817179
912,6,0.8725252928694238
913,6,0.8071177470053893
914,3,0.6996725373751304
915,3,0.7967034698934616
916,1,0.951229424500714
917,1,0.6065306597126334
918,11,0.6347364189402819
919,15,0.7408182206817179
920,9,0.6323366621862497
921,6,0.7788007830714049
922,1,0.0
923,1,0.6023332325109177
924,5,0.5427474811642219
925,3,0.7165313105737893
926,3,0.5989962148511054
927,1,0.0
928,10,0.5852511043074123
929,1,0.5737534207374327
930,1,0.5557148366635714
931,1,0.6065306597126334
932,1,0.40181451356699277
933,2,0.4723665527410147
934,3,0.8337529180751806
935,3,0.6411803884299546
936,1,0.48030530108979935
937,3,0.751477293075286
938,1,0.6411803884299546
939,3,0.876456564149045
940,3,0.8600251458568196
941,2,0.751477293075286
942,2,0.8725252928694238
943,3,0.8607079764250578
944,2,0.551431257080004
945,1,0.44932896411722156
946,3,0.7351414805916845
947,1,0.6778095780054503
948,6,0.6347364189402819
949,4,0.7967034698934616
950,1,0.7165313105737893
951,4,0.6642538428642953
952,2,0.7097395956891255
953,1,0.8439205113410843
954,1,0.5674136687970038
955,4,0.6303131865967198
956,7,0.9200444146293233
957,2,0.7046880897187134
958,7,0.6065306597126334
959,3,0.7117126918713604
960,17,0.7408182206817179
961,0,0.8265654376242381
962,8,0.6343666336790046
963,0,0.6787516342514144
964,4,0.8187307530779818
965,6,0.6065306597126334
966,2,0.5769498103804866
967,7,0.9200444146293233
968,3,0.8751733190429475
969,15,0.5404329964865341
970,1,0.4856717852477124
971,2,0.6270890852730562
972,4,0.8948393168143698
973,2,0.6703200460356393
974,3,0.0
975,5,0.6065306597126334
976,2,0.7316156289466418
977,6,0.5647181220077593
978,4,0.645648526427892
979,8,0.8337529180751806
980,1,0.5866462195100318
981,2,0.6671356337677987
982,1,0.751477293075286
983,3,0.6872892787909722
984,2,0.8007374029168081
985,5,0.8464817248906141
986,1,0.7574651283969664
987,1,0.811936346150635
988,8,0.5769498103804866
989,2,0.6537697851298473
990,1,0.705247587974144
991,1,0.6065306597126334
992,2,0.5488116360940265
993,6,0.7165313105737893
994,3,0.6872892787909722
995,4,0.9487294800164372
996,2,0.6065306597126334
997,8,0.7788007830714049
998,1,0.8464817248906141
999,4,0.7165313105737893
1000,1,0.8668778997501816
1001,3,0.6514390575310556
1002,1,0.0
1003,3,0.7408182206817179
1004,2,0.7828961327286179
1005,1,0.0
1006,1,0.8515353321631064
1007,1,0.0
1008,4,0.7788007830714049
1009,16,0.5769498103804866
1010,1,0.7788007830714049
1011,1,0.5427474811642219
1012,3,0.751477293075286
1013,6,0.9277434863285529
1014,1,0.8187307530779818
1015,2,0.8071177470053893
1016,2,0.951229424500714
1017,3,0.9200444146293233
1018,12,0.7788007830714049
1019,1,0.8529188173702604
1020,9,0.6807123983233854
1021,2,0.7490954336047508
1022,2,0.6385949871480001
1023,1,0.8607079764250578
1024,5,0.6065306597126334
1025,3,0.6065306597126334
1026,1,0.0
1027,1,0.7265525652861898
1028,1,0.5352614285189903
1029,1,0.571795219840349
1030,3,0.5449055200013082
1031,2,0.7225273536420722
1032,2,0.7274705090242836
1033,6,0.8607079764250578
1034,2,0.7225273536420722
1035,4,0.6317991894925821
1036,2,0.8157040254665104
1037,2,0.8607079764250578
1038,3,0.5538235798307587
1039,9,0.6347364189402819
1040,7,0.6642538428642953
1041,8,0.6411803884299546
1042,1,0.7828961327286179
1043,1,0.6065306597126334
1044,2,0.7744861083592838
1045,2,0.8007374029168081
1046,7,0.4617520257827378
1047,3,0.6376281516217733
1048,4,0.8015933487497432
1049,10,0.6152575700805322
1050,2,0.4856717852477124
1051,8,0.6303131865967198
1052,4,0.42437284567695
1053,1,0.7244706348964071
1054,5,0.5769498103804866
1055,0,0.751477293075286
1056,1,0.7165313105737893
1057,1,0.6270890852730562
1058,12,0.6376281516217733
1059,3,0.6411803884299546
1060,6,0.6065306597126334
1061,1,0.7744861083592838
1062,6,0.7165313105737893
1063,5,0.8071177470053893
1064,0,0.0
1065,4,0.8119363461506349
1066,1,0.6778095780054504
1067,12,0.6778095780054503
1068,1,0.8106843242768653
1069,2,0.7574651283969664
1070,3,0.8119363461506349
1071,4,0.6065306597126334
1072,4,0.8410729144396827
1073,3,0.8835481197356343
1074,3,0.7788007830714049
1075,4,0.7827844101269197
1076,1,0.6026049086745107
1077,4,0.5737534207374327
1078,1,0.7788007830714049
1079,4,0.6778095780054504
1080,2,0.6065306597126333
1081,4,0.645648526427892
1082,1,0.5737534207374327
1083,3,0.8187307530779818
1084,2,0.7613003866968737
1085,3,0.8071177470053893
1086,4,0.6592406302004438
1087,8,0.5942779360380507
1088,3,0.8337529180751806
1089,5,0.7822240777169769
1090,3,0.8026951951038636
1091,8,0.6065306597126334
1092,1,0.513417119032592
1093,1,0.8824969025845955
1094,7,0.6951439283988787
1095,9,0.7165313105737893
1096,6,0.6778095780054504
1097,1,0.7316156289466418
1098,1,0.0
1099,1,0.613307468482495
